1,4.1234
2,6.1341
3,6.1234
4,7.124
5,8.1241
6,8.23452
7,8.863206667
8,9.73538381
9,10.607560952
10,11.4797381
11,12.35191524
12,13.22409238
13,14.09626952
14,15.96844667
15,15.84062381
16,16.71280095
17,17.5849781
18,18.45715524
19,19.32933238
20,20.20150952
21,21.07368667
22,21.94586381
23,22.81804095
24,23.6902181
25,24.56239524
26,25.43457238
27,26.30674952
28,27.17892667
29,28.05110381
30,28.92328095
31,29.7954581
32,30.66763524
33,31.53981238
34,32.41198952
35,33.28416667
36,34.15634381
37,35.02852095
38,36.9006981
39,38.77287524
